Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
62.33,"2,204.65",9.95,"2,039.70","5,339.77",43.68,1.6761,0.7818,0.2321
57.83,"1,650.68",7.52,963.36,"2,328.21",70.69,0.9791,0.7658,0.1729
55.68,829.94,11.51,133.82,"7,841.66",77.87,2.2426,0.8441,0.2151
72.79,869.24,8.60,"1,106.53","1,369.11",56.63,3.248,0.7154,0.2538
59.81,"1,285.01",12.30,"1,342.04","4,072.80",64.44,1.699,0.7318,0.2236
69.39,"2,119.52",15.00,"1,649.02","2,388.05",23.65,1.1133,0.7329,0.2105
45.64,671.57,3.62,"1,975.71","6,435.73",66.18,4.2937,0.8578,0.2118
59.74,"1,980.46",5.93,"1,921.34","5,127.49",54.05,2.1948,0.7839,0.2227
69.54,945.79,7.79,"1,970.22","7,375.95",20.00,1.4616,0.8077,0.2493
60.20,"1,946.82",16.88,192.37,"4,293.62",84.82,1.2742,0.9209,0.1831
64.62,"2,162.94",6.55,"1,523.10",85.20,45.84,3.8016,0.7553,0.1880
53.27,"1,209.34",6.83,571.69,"2,036.27",70.94,3.6453,0.7266,0.2532
44.10,"1,088.51",11.54,496.69,"9,306.44",46.98,2.8986,0.8086,0.2111
56.09,"1,934.50",7.49,"1,696.46","3,799.64",83.28,2.6592,0.7473,0.2206
54.01,"1,406.71",16.70,946.19,"5,792.45",12.72,4.1225,0.743,0.1553
69.51,"1,706.59",15.71,"1,924.14","8,432.63",48.81,1.5049,0.8017,0.2504
49.07,"1,587.35",9.12,212.56,230.94,2.37,2.1822,0.859,0.2358
72.78,677.94,11.39,"1,700.11","6,157.58",17.72,0.7679,0.7647,0.2435
72.50,"2,016.88",1.23,397.39,"2,714.92",25.18,2.1938,0.9045,0.1628
49.19,760.93,12.27,475.20,"2,630.26",42.25,2.0693,0.7911,0.2707
52.49,"2,186.19",12.47,"1,064.11","2,125.80",73.23,4.1155,0.9173,0.1959
70.44,866.97,6.45,904.02,"7,670.31",41.72,1.9753,0.8198,0.2265
72.78,"1,802.25",4.03,"1,081.38","3,499.20",50.15,3.7003,0.8716,0.1974
55.61,932.93,16.07,"1,970.00",663.03,82.49,3.4534,0.8986,0.2421
51.60,997.04,7.62,"1,416.61",938.77,67.56,1.2117,0.8281,0.2179
58.33,981.98,11.55,697.88,"1,418.81",4.60,4.1633,0.8989,0.2070
63.63,"1,829.36",0.81,468.02,"8,376.95",15.86,2.9625,0.7946,0.1855
50.04,"1,459.60",7.40,951.90,"4,004.57",3.54,2.8379,0.7913,0.1909
65.23,"2,090.73",14.38,"1,013.77","8,535.73",6.29,0.721,0.8864,0.2208
42.76,976.89,6.94,"1,306.78","7,621.63",30.33,3.2095,0.7644,0.2098
42.69,"1,721.19",10.67,650.29,"7,810.84",65.00,0.88,0.8694,0.1821
53.74,"1,839.15",3.86,"1,632.22","2,700.59",21.91,1.3496,0.7281,0.1489
52.66,675.22,7.44,322.25,"2,556.68",35.09,1.0356,0.8514,0.2381
51.42,"1,157.28",16.29,"1,226.82","5,234.49",35.24,2.0476,0.9191,0.2333
57.18,"1,316.40",10.04,"1,350.32","3,916.30",52.74,3.5588,0.8119,0.2133
51.59,"1,070.39",15.84,534.44,"4,761.46",79.72,3.2391,0.8029,0.2032
47.38,"1,005.42",15.84,"1,746.77",534.01,87.77,1.0648,0.8305,0.2277
51.22,"1,710.41",16.57,"1,334.46","9,050.80",54.02,3.5688,0.87,0.1647
73.05,799.81,15.73,"1,393.77",580.05,45.15,2.3467,0.7903,0.2691
54.55,"1,754.86",0.29,"1,104.03","1,699.03",60.91,0.7967,0.7111,0.1063
55.66,"2,191.53",16.40,"1,910.42","6,330.00",59.67,1.4888,0.822,0.2335
59.98,"1,475.82",2.61,"1,488.15","1,482.68",46.83,3.5207,0.8037,0.2010
73.32,"1,565.30",0.92,877.09,"1,031.68",65.81,3.3329,0.8287,0.2207
48.99,515.48,1.19,596.65,"1,465.23",43.92,1.3604,0.869,0.2161
63.42,"2,054.97",6.27,268.61,614.84,88.94,0.8161,0.7737,0.1452
64.55,934.46,10.98,453.24,"2,371.25",4.50,1.7471,0.8227,0.2516
60.99,"1,572.30",7.19,"2,073.10","2,554.88",39.63,3.556,0.767,0.2108
43.98,"2,276.81",0.67,925.90,"4,664.66",35.52,4.0753,0.8125,0.1563
63.27,"1,534.47",8.48,"1,889.06","4,109.17",68.79,2.7523,0.7872,0.2356
43.17,"1,784.50",7.88,463.44,"4,433.66",17.14,1.0084,0.7926,0.1819
60.62,"1,243.84",13.33,962.31,"5,753.54",38.82,2.496,0.839,0.2259
65.33,498.90,5.07,"2,010.13","2,182.47",62.34,4.2939,0.8634,0.2347
47.99,"1,925.55",4.00,307.90,"1,289.81",53.89,4.0763,0.7139,0.2335
68.68,449.81,4.66,"1,292.47","8,191.02",48.72,4.2737,0.9047,0.1833
42.07,"1,737.96",5.49,"1,929.17","5,919.56",38.90,3.2103,0.7915,0.2139
68.75,426.44,10.60,"1,988.91",603.18,67.16,2.2209,0.8532,0.2874
56.17,"2,050.77",8.39,"1,785.92","8,953.07",57.75,3.9115,0.7381,0.2014
48.21,687.13,6.06,"1,805.36","6,467.88",78.09,3.9189,0.8373,0.2176
45.46,"1,377.27",6.71,"1,406.42","1,447.47",65.46,1.2012,0.8609,0.1952
72.34,"1,537.66",6.65,561.05,"9,028.02",12.64,3.4853,0.7459,0.1928
43.45,"1,267.50",17.06,"1,560.11","3,429.27",55.35,4.0062,0.9125,0.1808
47.60,"1,041.51",4.26,"2,045.11","9,170.61",4.10,3.931,0.8783,0.1725
52.48,"1,287.37",14.39,"1,159.23",998.35,34.66,3.2371,0.829,0.2377
61.41,984.72,12.49,639.91,"1,524.11",36.85,2.6237,0.7478,0.2674
58.94,"1,229.91",0.33,"1,252.30","6,137.29",76.33,3.4902,0.9022,0.2194
45.19,"1,076.63",17.42,"1,481.66",245.96,16.21,2.5469,0.7263,0.2561
50.57,"1,477.77",13.32,537.27,213.93,57.49,1.8414,0.7365,0.2543
48.90,842.50,12.04,"1,537.61","7,385.18",17.28,1.6159,0.8653,0.2443
48.07,"2,295.28",7.25,"1,279.64","1,596.55",84.69,2.6356,0.7672,0.2050
54.56,"1,351.34",9.84,"1,328.43","8,561.15",47.32,2.329,0.8125,0.2258
64.16,757.81,4.61,728.58,"3,990.22",63.25,2.5771,0.8301,0.2456
48.20,"1,305.28",0.84,433.48,"8,142.56",57.76,1.6222,0.8123,0.1984
53.10,"2,058.72",14.70,"1,350.16","3,914.80",27.19,2.8163,0.7296,0.2111
53.89,424.28,15.75,"1,277.29","4,957.78",80.45,3.0751,0.8739,0.2024
73.10,"1,697.12",3.04,791.28,"2,975.85",56.04,3.5992,0.7641,0.2122
72.38,"1,442.48",13.85,708.82,"6,143.38",45.61,2.8142,0.8742,0.2179
67.31,710.20,13.06,809.36,"2,991.50",47.22,3.4153,0.9022,0.2435
49.00,"1,964.02",3.32,"1,088.64","2,110.21",79.52,1.2917,0.8295,0.1537
43.30,"1,095.93",7.53,"2,038.13",792.21,5.40,1.1168,0.8671,0.1929
51.46,950.63,7.55,"1,624.50",575.42,34.81,1.3288,0.7193,0.2201
49.82,"1,984.63",13.39,"1,797.14","2,878.11",75.14,3.7418,0.7192,0.2038
57.66,"1,617.72",14.73,"1,119.51","6,870.41",3.47,2.6917,0.7546,0.2106
66.58,"2,120.35",1.87,"1,159.60","1,947.46",57.10,2.3267,0.7902,0.1725
69.22,"1,601.00",9.98,529.53,"2,815.54",36.07,3.4374,0.7515,0.2305
68.78,"1,815.67",13.42,"1,541.25","8,434.85",18.36,1.1277,0.8513,0.2387
52.87,"2,000.73",13.84,954.91,"5,967.93",54.62,0.7011,0.7722,0.1842
63.61,488.01,2.79,"1,583.15","8,569.79",74.20,1.8042,0.8978,0.2396
51.33,"1,883.85",9.33,930.38,"8,491.00",41.78,1.5795,0.8349,0.2135
43.07,"1,569.69",15.07,341.94,628.66,13.21,1.791,0.7946,0.2634
64.08,516.59,5.74,468.30,"8,897.03",27.42,4.2026,0.9083,0.1852
41.39,"1,366.25",7.59,"1,718.49",515.22,87.60,2.7337,0.894,0.2455
54.49,541.65,14.15,635.83,"8,624.48",10.03,2.811,0.8922,0.2195
51.87,"1,806.25",1.78,647.07,"5,110.82",14.45,3.0519,0.8719,0.1705
63.81,"1,439.64",15.11,"1,949.14","4,985.22",88.38,2.1182,0.8467,0.2215
66.20,"2,227.39",5.62,"1,417.09","6,655.17",78.75,4.2222,0.7921,0.1892
51.04,736.47,0.26,353.28,"8,194.11",63.16,4.2015,0.8044,0.2182
67.69,"1,554.85",4.28,410.60,"5,762.49",13.59,3.463,0.854,0.1952
50.71,791.52,1.78,662.75,"3,985.62",21.57,1.4449,0.7493,0.1909
55.71,"1,570.39",1.83,"1,292.49","1,078.23",16.19,3.8646,0.8939,0.1473
64.92,"1,780.52",12.22,"1,603.47","7,359.46",56.37,1.0439,0.9184,0.2188
63.80,"1,779.85",3.93,666.92,"1,230.36",35.68,2.9586,0.7327,0.2043
73.46,"1,959.37",16.41,"1,834.15","6,776.67",4.39,2.3336,0.7161,0.2326
48.46,"2,033.83",9.17,343.24,"4,936.40",26.09,0.8205,0.7426,0.1809
62.79,531.61,8.19,535.94,"3,618.72",76.84,3.9505,0.8789,0.2481
61.07,"1,046.35",7.75,"2,029.60","5,725.23",71.08,4.1575,0.7349,0.2083
71.09,"1,711.77",12.22,393.30,"7,203.17",57.44,3.9631,0.7933,0.1883
46.20,"1,346.92",8.06,"1,868.36","8,768.41",7.75,1.3753,0.725,0.2425
65.73,751.07,2.46,"1,507.75","2,495.32",78.81,1.8839,0.8066,0.2316
59.71,"1,451.66",15.47,272.57,"8,823.96",47.77,4.1381,0.8444,0.1565
50.08,"1,170.53",7.65,"1,076.55","8,952.11",44.21,1.0638,0.8499,0.2131
56.63,"1,136.86",1.51,"1,145.61","7,585.93",83.38,2.79,0.8257,0.2217
52.02,"1,949.07",9.39,"1,954.56","8,214.75",0.92,2.436,0.9182,0.2252
60.07,"1,170.84",11.44,953.98,"6,461.94",49.68,1.2284,0.8284,0.2152
70.23,433.27,5.00,"1,004.22",403.18,70.65,3.8877,0.9008,0.2799
59.74,494.44,14.08,349.71,"5,373.69",5.81,1.1642,0.9304,0.2651
61.79,"2,039.04",11.82,"1,380.94","6,969.92",31.96,2.824,0.7618,0.2121
58.08,"2,240.99",11.49,542.40,"8,773.64",87.25,1.8303,0.7697,0.1812
42.75,"1,714.26",7.51,281.28,"5,330.78",19.01,2.1916,0.8263,0.2201
48.71,"1,087.19",16.88,"2,081.40","7,405.75",47.47,1.4437,0.7514,0.2594
57.21,"2,198.41",4.98,657.39,"6,578.89",66.63,2.9397,0.8357,0.2085
51.25,"1,664.70",10.23,405.65,"2,644.68",34.92,4.2573,0.8622,0.2151
47.03,"2,015.99",5.58,"1,499.04","1,475.50",36.48,3.6958,0.7244,0.1795
57.61,"1,864.12",13.12,"1,738.29","7,004.24",5.77,3.1516,0.8616,0.1996
51.66,"1,115.77",1.06,254.93,"2,208.50",17.07,3.4165,0.7463,0.2181
49.54,"1,308.44",1.02,335.83,"2,309.79",78.62,3.7166,0.7772,0.2580
56.29,742.27,14.27,306.03,"6,012.34",73.07,2.3891,0.8742,0.2237
45.44,947.17,7.75,221.41,"7,358.15",27.28,2.7311,0.7472,0.2407
71.50,"1,887.87",6.14,"1,420.66","5,440.95",34.15,3.92,0.8285,0.1770
69.53,"2,112.06",10.75,"1,281.36","8,247.63",39.38,3.1977,0.8412,0.2051
64.28,"1,784.02",12.38,"1,427.22","2,001.46",30.96,1.171,0.7474,0.2050
44.55,"1,282.26",3.71,"1,119.55","2,381.41",58.41,3.5003,0.7718,0.2238
66.52,549.49,3.44,"1,730.12","5,947.51",1.27,0.7608,0.845,0.1913
67.57,492.28,16.82,"1,199.82","7,731.88",78.58,3.7464,0.8129,0.1336
66.25,"1,106.46",10.44,"1,928.34","5,042.37",26.93,3.532,0.8568,0.2086
44.81,"1,279.64",6.98,"1,080.35",136.89,77.88,3.6857,0.8998,0.2516
62.19,"1,560.82",14.10,"1,677.55","6,318.34",40.63,0.764,0.7409,0.2264
68.44,394.64,9.32,927.07,"7,585.49",69.32,4.1986,0.7267,0.1761
60.01,"2,297.34",4.41,981.62,"2,605.18",73.73,2.9016,0.8583,0.2008
62.27,"1,086.36",3.81,"1,791.76",543.23,26.98,3.5745,0.8813,0.1974
56.10,"2,023.27",7.10,340.26,"4,843.92",57.20,2.7294,0.8103,0.2234
58.41,"1,417.32",15.11,"1,235.56",431.54,54.27,1.9084,0.7981,0.2447
42.20,634.50,1.29,"1,551.61","3,898.60",42.56,1.7506,0.8429,0.2149
62.03,"1,925.49",4.01,"1,598.76",205.85,41.98,0.9317,0.8329,0.1266
43.74,"1,755.70",15.69,"1,287.59","2,126.87",27.33,2.6423,0.8193,0.2259
55.34,"1,402.75",2.34,"1,006.76","3,646.41",27.78,1.1983,0.8919,0.1550
50.67,"1,377.82",11.13,640.07,"1,076.53",48.99,2.7328,0.7494,0.2559
58.96,551.37,3.93,"1,910.09","1,099.25",3.01,2.9406,0.8615,0.1972
45.45,"1,651.25",10.72,853.50,"7,710.49",83.35,2.2788,0.8748,0.1965
63.76,"2,145.48",6.86,"1,693.86",424.76,58.06,1.2444,0.9101,0.1664
67.15,562.52,1.99,191.47,"6,429.84",39.65,2.2449,0.9198,0.2455
46.43,892.01,10.31,584.05,"7,593.83",5.64,3.8591,0.8232,0.1825
44.49,"2,128.18",12.05,806.11,"1,252.88",56.28,2.3366,0.8068,0.2225
45.84,932.33,12.01,"1,444.39","1,852.41",1.71,1.9192,0.8224,0.2326
69.84,"1,647.56",11.26,754.71,"5,989.59",60.73,2.9582,0.8729,0.2133
58.39,"1,417.03",8.89,210.46,"2,967.81",6.59,2.9187,0.7149,0.2383
56.40,"1,536.06",9.22,469.90,"4,458.79",58.61,1.0066,0.7496,0.1939
44.57,"1,186.69",11.23,636.91,"7,793.41",36.31,1.5346,0.9115,0.2251
62.38,962.61,12.18,474.16,"1,320.22",59.19,2.4682,0.7543,0.2758
69.54,476.00,11.57,528.35,"5,787.05",12.47,2.0046,0.7615,0.2554
68.23,"1,822.38",10.39,"1,635.06","8,780.08",10.59,1.8367,0.9185,0.2353
61.60,"1,825.88",2.93,936.22,573.54,22.18,2.2919,0.7761,0.1594
43.54,"1,680.03",3.88,922.79,597.09,36.81,1.7294,0.7752,0.1732
44.76,"1,627.61",4.73,"2,022.05","5,185.10",22.68,1.9363,0.9151,0.2088
42.69,853.71,16.15,"1,004.09","8,944.02",7.44,3.4789,0.7939,0.1738
49.52,425.32,13.38,"1,945.79","2,085.21",29.10,2.5255,0.8202,0.2704
45.52,"1,947.07",9.80,715.02,"3,108.26",63.03,3.8381,0.8348,0.2133
49.60,"1,332.51",4.59,913.88,955.44,52.10,4.1121,0.9028,0.2240
53.70,975.86,2.15,905.38,"3,399.96",85.99,4.0162,0.7282,0.2379
72.00,579.33,15.79,"1,198.67",451.73,38.98,1.597,0.7687,0.2786
61.09,503.46,15.68,"1,273.40","3,648.93",29.79,2.3903,0.8407,0.2539
68.46,"1,057.19",2.15,615.29,"5,192.01",61.96,2.6153,0.8071,0.2289
64.37,"1,939.37",14.03,"1,683.28","9,082.46",36.85,3.7633,0.7725,0.1827
44.76,"2,159.95",7.96,"1,101.65","7,630.05",55.24,2.7021,0.8015,0.2116
65.21,"2,117.43",5.84,143.26,"7,664.16",84.47,1.5934,0.9244,0.1864
50.09,"2,162.42",13.02,"1,287.29","2,156.34",44.62,2.6605,0.7157,0.2150
62.03,"2,138.66",10.86,"1,692.04",849.59,44.53,0.8389,0.7436,0.1747
52.25,"1,402.34",13.73,619.87,"5,633.31",69.22,3.6979,0.7152,0.1937
73.79,806.68,1.52,203.62,"4,873.46",67.52,2.7273,0.8421,0.2552
49.71,"1,926.42",5.74,"1,709.89","4,830.49",46.14,3.0376,0.714,0.2085
50.23,795.65,5.76,"2,040.98","1,051.51",5.90,1.4059,0.8113,0.2014
71.60,899.17,5.94,279.38,"4,620.73",87.55,2.6989,0.9008,0.2476
41.88,833.46,8.93,"1,966.11","1,434.96",33.76,2.5993,0.7326,0.2506
63.92,"1,378.65",5.13,832.91,"3,955.15",28.36,2.9215,0.7917,0.2088
64.86,"1,004.86",7.92,"1,972.77",617.08,87.62,3.746,0.7946,0.2562
68.50,680.40,6.60,"1,399.87","7,987.13",77.86,3.446,0.7911,0.2125
73.03,"1,259.04",12.96,"1,872.53",162.84,29.56,2.6581,0.8717,0.2454
73.07,"2,073.22",10.68,"1,668.10","8,751.56",27.61,3.9125,0.7121,0.1808
43.21,"1,486.19",11.54,184.29,"8,042.77",64.39,1.976,0.8833,0.2165
68.03,"2,081.79",3.88,257.60,"7,020.03",29.93,2.4615,0.8964,0.2062
62.27,761.12,5.86,"1,158.86","9,152.44",22.54,3.0294,0.8064,0.2120
62.30,705.20,0.60,383.26,539.72,87.45,2.274,0.907,0.2684
45.28,"1,495.91",2.11,"1,032.16","5,990.56",50.55,1.9868,0.7952,0.1971
62.40,"1,278.69",4.82,"1,998.60","7,916.74",68.09,1.0854,0.8645,0.2361
73.30,"1,659.61",1.36,706.59,"1,214.81",63.68,2.9804,0.797,0.2178
70.98,"1,919.80",10.66,"1,086.74","5,463.61",67.47,1.3758,0.7195,0.1944
55.47,"1,835.97",17.51,881.84,"3,693.70",80.65,1.179,0.7295,0.1808
42.38,"2,205.50",1.98,"1,362.65","4,082.32",44.76,1.3379,0.8087,0.1419
52.95,"1,152.77",14.45,509.01,"8,503.04",67.28,3.1707,0.9297,0.1831
68.18,781.47,2.29,638.42,"5,035.88",71.15,1.1794,0.7503,0.1959
64.08,"1,448.18",11.83,"1,810.90",905.49,84.48,4.2123,0.9088,0.2160
56.14,596.38,11.36,"1,718.03","8,732.02",63.69,3.4243,0.9141,0.2009
42.88,941.05,15.86,"1,674.67","1,758.19",79.69,2.1002,0.8016,0.2437
55.07,784.37,2.20,"1,638.90","8,318.61",8.60,2.8261,0.8131,0.2025
56.45,"1,149.49",5.69,"1,029.03","9,044.59",11.37,0.7062,0.8221,0.1973
71.53,597.30,1.80,"1,556.61","8,181.37",14.24,3.7356,0.8812,0.1806
62.10,443.70,7.28,887.60,"6,320.11",13.04,1.6603,0.7384,0.2333
51.29,"1,653.07",16.01,326.66,"6,936.05",7.93,0.9388,0.7837,0.2341
58.30,"1,563.00",13.76,899.68,"6,530.93",11.06,3.4228,0.7488,0.1914
43.24,"1,752.86",12.74,440.13,"4,311.35",88.90,1.8716,0.9051,0.1989
72.97,"1,660.03",9.46,894.74,"2,585.48",24.39,2.7329,0.7267,0.2151
52.88,603.26,15.52,711.82,"2,683.63",42.74,3.7337,0.8762,0.2374
56.74,945.36,8.01,"1,302.60","6,821.20",73.36,3.4872,0.8082,0.2097
52.72,632.73,2.82,837.35,"5,846.25",10.67,1.8978,0.8689,0.2056
63.46,"2,013.36",14.73,"1,510.99","5,464.62",28.42,3.823,0.9076,0.1758
62.79,"1,827.45",5.07,"1,132.23","6,092.68",14.33,2.0861,0.7861,0.1841
64.53,772.07,1.16,"1,929.80","7,225.71",5.71,2.4885,0.7612,0.2028
49.87,"1,042.56",2.41,307.69,"6,980.46",85.76,2.8955,0.8547,0.2325
51.42,"2,252.63",10.77,"1,475.98","1,018.02",76.64,0.9355,0.9314,0.1651
45.18,"1,531.87",10.74,"1,446.00","3,407.27",78.50,2.8402,0.8722,0.2232
62.57,"1,932.44",4.73,"1,990.76","2,488.55",77.56,2.7687,0.8868,0.2260
42.38,894.10,12.82,856.95,"5,032.05",13.91,3.8404,0.8502,0.1931
60.67,788.56,13.62,727.51,610.16,70.10,1.9588,0.7924,0.2697
69.60,"1,899.08",16.16,467.01,"7,111.43",65.01,1.5553,0.8556,0.1967
70.29,"1,709.35",10.36,648.89,"1,028.51",82.61,2.4034,0.7395,0.2349
55.80,"1,699.87",13.72,"1,112.15","2,557.50",19.68,3.1665,0.819,0.2116
56.14,"1,451.51",13.27,"1,769.68","7,299.48",37.03,2.7125,0.8376,0.2288
43.59,"1,472.69",4.69,686.09,518.76,26.42,1.1789,0.9113,0.1670
63.07,"1,805.77",5.60,438.32,"6,163.08",23.12,1.9379,0.9142,0.2017
68.01,904.58,8.51,662.29,"8,613.90",58.28,0.9095,0.7244,0.2005
49.09,"1,064.74",0.56,327.08,"5,768.37",14.74,3.3547,0.8506,0.2010
54.89,"2,068.83",5.38,"1,943.90","6,649.55",41.56,3.8746,0.8869,0.1959
68.58,979.78,8.43,"1,838.03","7,387.82",57.77,0.8439,0.8295,0.2328
69.84,"1,439.27",2.10,733.48,"2,101.64",11.74,2.5805,0.7322,0.1728
49.05,"1,741.79",2.42,613.06,"5,428.27",23.03,2.7273,0.7625,0.1874
59.13,"2,317.08",8.25,"1,902.20","2,906.69",86.35,2.267,0.7804,0.2159
47.38,"1,224.43",12.88,132.94,"2,354.34",71.03,2.4983,0.8574,0.2680
44.41,"1,210.50",14.66,"1,305.38","1,825.38",60.47,3.2499,0.7256,0.2328
70.95,"2,012.61",9.69,"1,922.97","5,469.69",76.42,2.4295,0.8325,0.2313
67.98,"1,940.85",8.45,"1,125.21","7,408.82",1.38,4.0075,0.7352,0.1468
66.00,"1,796.82",6.88,135.28,"8,163.30",0.67,2.6364,0.7983,0.2155
42.67,"1,278.50",3.57,558.01,"4,015.17",13.85,0.9385,0.8051,0.1598
68.74,"1,008.95",2.77,"1,935.57","3,498.74",44.27,4.1293,0.8109,0.2002
55.44,"1,560.06",13.94,162.80,"6,414.45",50.93,1.21,0.8681,0.2183
52.30,"2,077.70",8.28,902.43,"7,277.39",10.26,3.5181,0.729,0.1776
58.99,"2,092.32",13.91,"1,675.76","2,389.80",6.57,2.5858,0.7703,0.2023
44.07,592.04,12.42,"1,770.42","2,797.58",73.96,3.3604,0.8527,0.2418
65.89,"1,211.00",3.59,"1,064.61","4,987.11",41.53,2.5371,0.9194,0.2127
60.17,"1,281.39",9.06,584.66,"4,161.69",88.59,0.8921,0.8482,0.1729
47.19,"2,273.91",7.92,"1,303.67","6,585.84",20.57,2.0357,0.9061,0.1988
47.24,"1,694.11",7.57,645.94,"4,719.03",57.82,2.9253,0.9249,0.2222
47.11,"1,170.16",9.62,629.27,"1,075.54",71.83,2.955,0.9063,0.2636
42.94,432.51,17.23,"1,710.72","1,579.60",77.91,4.2007,0.9258,0.2006
60.35,"1,476.19",14.30,431.52,"8,404.60",27.43,2.8733,0.8827,0.2164
68.63,568.00,15.87,140.28,"2,149.42",17.36,1.7154,0.907,0.3077
41.64,"1,996.87",0.74,788.86,505.09,20.28,0.8358,0.8196,0.0648
42.68,"1,838.32",2.66,"1,090.78","6,823.86",59.56,3.5324,0.7874,0.2022
59.86,"1,273.23",1.70,"1,509.99","6,383.89",46.69,3.8976,0.9318,0.1947
67.95,"1,212.67",4.79,"1,658.86","5,605.51",53.52,2.8998,0.7327,0.2269
51.79,"2,118.57",7.88,"1,428.61","4,698.36",1.96,2.4247,0.9227,0.1748
52.54,940.29,11.34,"1,356.15","9,032.16",34.98,3.7951,0.8062,0.1766
60.63,863.97,8.90,"1,432.98","1,151.89",27.77,1.5486,0.716,0.2326
50.06,"2,199.57",15.86,661.11,"4,771.68",77.12,2.1219,0.8884,0.1964
41.94,"1,948.09",16.50,878.12,"5,271.37",69.32,2.5162,0.8092,0.2001
65.19,"1,970.11",3.06,"1,336.43",249.20,38.42,0.8573,0.8874,0.1046
61.59,759.81,14.99,257.85,"3,861.28",56.33,3.171,0.721,0.2545
60.12,659.38,8.57,707.71,"7,300.04",4.38,1.3611,0.9262,0.2285
65.40,432.45,8.08,925.22,"4,409.42",56.93,1.8845,0.8593,0.2476
63.22,840.79,13.82,"1,173.93","8,157.64",8.79,2.1789,0.7217,0.2316
47.82,"1,880.25",1.84,"1,081.98","6,020.25",63.77,2.9898,0.7121,0.2043
52.63,846.59,15.51,"1,535.54","7,145.02",51.28,0.9156,0.8423,0.2288
45.21,"1,793.00",11.84,"1,056.42","7,501.08",26.91,1.9124,0.9267,0.2211
45.33,869.56,15.38,"1,899.72","6,434.79",33.18,1.6717,0.8268,0.2578
63.25,"1,147.03",17.44,874.12,"6,990.10",8.16,0.6841,0.7892,0.2358
69.23,"2,284.65",9.20,"1,158.13","6,488.68",28.90,3.1822,0.9184,0.1956
72.65,855.83,1.84,135.76,"5,145.42",86.30,1.5326,0.9284,0.2144
61.68,"1,110.41",3.11,737.37,"5,294.44",43.46,1.2811,0.8843,0.1910
47.11,964.73,5.83,"1,826.19","1,801.54",42.40,3.567,0.8696,0.2252
44.54,594.22,2.02,782.60,"7,713.99",56.21,0.8205,0.7116,0.1897
67.73,"1,330.10",14.34,625.20,"2,935.26",43.31,3.9372,0.7804,0.2177
60.05,"1,114.90",5.37,"1,193.69","5,008.85",31.82,3.165,0.9154,0.2098
61.35,"1,726.79",17.12,283.62,"2,354.81",12.57,1.3003,0.7924,0.2522
66.70,"1,964.25",12.39,"1,170.33","6,493.82",56.31,1.9459,0.785,0.2128
64.14,"1,435.28",3.23,724.04,"9,083.99",66.88,4.1173,0.8297,0.1941
68.44,444.38,8.47,879.57,"7,477.52",82.41,2.9186,0.81,0.2145
42.91,"1,579.79",8.31,"1,678.93","5,781.88",0.40,2.882,0.9007,0.1893
65.59,489.27,8.76,"1,425.57","5,303.47",6.07,3.0425,0.7291,0.2146
68.98,"1,574.82",9.50,"1,002.93","4,582.58",80.29,2.3536,0.8566,0.2132
50.46,"1,707.72",0.77,"1,260.22","1,941.44",56.38,1.2842,0.865,0.1416
62.08,764.79,12.11,"1,630.95","3,267.93",85.51,1.2248,0.9054,0.2242
51.37,"1,967.64",8.66,"1,589.68","3,809.37",38.53,3.1665,0.8029,0.2033
72.49,"2,145.17",13.92,492.32,"8,800.21",37.27,3.8782,0.7762,0.1781
42.17,"1,955.53",14.34,718.66,"3,987.32",30.81,1.7653,0.8494,0.2224
60.09,972.51,4.22,811.30,"5,476.73",12.86,2.5008,0.8712,0.2063
46.53,"1,517.32",1.07,496.67,"8,594.85",33.88,4.2702,0.7489,0.1798
64.43,"2,152.38",12.40,153.28,"4,848.32",1.44,1.6094,0.746,0.2238
46.84,"1,002.61",17.16,470.09,"2,372.47",45.53,2.0911,0.7693,0.2663
48.79,"1,968.96",7.96,"1,711.98","3,573.93",75.64,1.9944,0.7658,0.2136
57.29,400.42,4.72,"1,198.36","3,523.23",28.76,0.7966,0.8768,0.2051
71.08,389.14,2.94,798.42,"6,668.65",8.57,2.5229,0.8283,0.2161
48.01,"1,852.24",5.21,"1,320.58","2,786.73",86.92,1.434,0.8321,0.1769
45.80,"1,855.60",5.91,"1,578.04","6,813.05",11.63,1.1441,0.7143,0.1871
65.96,"1,908.87",7.57,823.43,"8,287.14",47.25,3.2501,0.9306,0.2059
57.49,"2,181.82",11.58,"1,042.03","3,157.23",72.25,3.4504,0.8943,0.2064
70.98,610.25,4.96,255.20,"1,295.72",22.62,3.8961,0.8091,0.2675
45.88,831.01,1.11,"1,298.55","5,962.34",75.13,4.0599,0.7259,0.2169
62.26,"2,130.92",6.69,827.30,"3,387.05",49.78,3.8244,0.8644,0.1984
48.71,725.06,15.04,978.29,"4,992.61",29.72,1.122,0.8292,0.2420
46.21,"1,702.30",8.86,956.91,"5,921.64",77.29,1.4881,0.8607,0.1922
63.49,"1,408.61",16.93,"1,367.70","3,821.88",55.57,1.1219,0.8607,0.2191
60.54,543.07,8.95,"1,250.33","8,615.90",54.98,1.9583,0.7453,0.2321
